alert_id,customer_id,geo_entropy,beneficiary_conc,median_tx_gap,foreign_wire_pct,cluster_id,outlier,hist_risk_score,queue_action,sar_filed
12733,3904,1.698,0.3,6.9,0.23,5,0,0.15,q2_same_day,1
12734,7837,2.001,0.238,15.9,0.091,15,0,0.06,q2_same_day,0
12735,5371,1.023,0.278,38.6,0.005,20,0,0.02,q1_immediate,0
12736,8071,0.879,0.141,34.1,0.059,20,0,0.02,q2_same_day,0
12737,6316,2.259,0.31,15.8,0.085,15,0,0.06,q2_same_day,0
12738,4033,2.767,0.243,11.3,0.356,11,0,0.12,q2_same_day,1
12739,1718,1.842,0.172,12.9,0.237,11,0,0.12,q3_deferred,0
12740,2990,0.629,0.232,25.1,0.043,20,0,0.02,q3_deferred,0
12741,4803,0.464,0.139,29.0,0.013,20,0,0.02,q2_same_day,0
12742,4834,0.921,0.258,26.6,0.036,20,0,0.02,q1_immediate,0
12743,2675,1.258,0.064,27.7,0.029,20,0,0.02,q3_deferred,0
12744,8228,1.605,0.096,36.7,0.047,20,0,0.02,q1_immediate,0
12745,2382,2.036,0.409,12.2,0.223,5,0,0.15,q3_deferred,0
12746,7316,1.493,0.133,36.5,0.057,20,0,0.02,q2_same_day,0
12747,1686,2.033,0.438,7.9,0.259,-1,1,0.225,q2_same_day,0
12748,5089,1.087,0.163,30.0,0.07,-1,1,0.03,q2_same_day,0
12749,1080,1.189,0.079,18.1,0.128,15,0,0.06,q2_same_day,0
12750,1800,1.613,0.389,9.2,0.132,-1,1,0.225,q3_deferred,1
12751,7156,0.298,0.247,31.6,0.045,20,0,0.02,q1_immediate,0
12752,3026,1.682,0.398,9.4,0.231,5,0,0.15,q3_deferred,0
12753,7310,2.596,0.229,15.0,0.246,11,0,0.12,q1_immediate,0
12754,473,2.136,0.371,11.2,0.071,-1,1,0.225,q2_same_day,1
12755,7630,0.958,0.185,30.2,0.011,20,0,0.02,q3_deferred,0
12756,257,0.846,0.312,16.5,0.083,15,0,0.06,q2_same_day,1
12757,8828,0.857,0.031,31.8,0.046,20,0,0.02,q3_deferred,0
12758,4120,1.473,0.263,33.4,0.071,20,0,0.02,q2_same_day,0
12759,5034,1.123,0.161,36.6,0.017,20,0,0.02,q3_deferred,0
12760,2636,1.562,0.3,15.2,0.32,11,0,0.12,q2_same_day,0
12761,651,1.457,0.171,27.6,0.061,20,0,0.02,q1_immediate,0
12762,6555,1.439,0.31,14.6,0.074,15,0,0.06,q3_deferred,0
12763,3283,3.002,0.418,8.1,0.182,5,0,0.15,q2_same_day,0
12764,8350,1.389,0.176,19.7,0.118,15,0,0.06,q3_deferred,0
12765,7855,1.426,0.204,27.3,0.02,20,0,0.02,q2_same_day,0
12766,715,0.974,0.46,10.8,0.2,5,0,0.15,q1_immediate,0
12767,1607,1.185,0.319,16.6,0.063,15,0,0.06,q3_deferred,0
12768,4398,0.549,0.163,30.8,0.034,20,0,0.02,q1_immediate,0
12769,6752,0.992,0.217,25.8,0.025,20,0,0.02,q2_same_day,0
12770,6712,1.467,0.252,18.3,0.087,15,0,0.06,q1_immediate,0
12771,2205,2.509,0.295,5.7,0.193,5,0,0.15,q1_immediate,0
12772,7497,1.319,0.488,8.9,0.24,-1,1,0.225,q2_same_day,1
12773,852,0.854,0.23,32.8,0.065,20,0,0.02,q3_deferred,0
12774,7488,1.733,0.27,34.1,0.041,20,0,0.02,q2_same_day,0
12775,6804,1.277,0.161,28.7,0.035,20,0,0.02,q3_deferred,0
12776,8843,2.221,0.429,6.8,0.181,5,0,0.15,q1_immediate,0
12777,2222,0.695,0.233,25.4,0.022,20,0,0.02,q3_deferred,0
12778,7595,2.055,0.217,11.7,0.298,11,0,0.12,q2_same_day,0
12779,1270,1.901,0.195,18.2,0.065,15,0,0.06,q1_immediate,0
12780,958,1.038,0.194,38.5,0.027,20,0,0.02,q3_deferred,0
12781,3469,1.034,0.205,28.8,0.067,20,0,0.02,q2_same_day,0
12782,2788,0.896,0.377,6.4,0.292,-1,1,0.225,q2_same_day,0
12783,5503,1.393,0.129,30.2,0.033,20,0,0.02,q2_same_day,0
12784,8729,1.451,0.121,35.6,0.016,20,0,0.02,q2_same_day,0
12785,2662,1.165,0.12,25.1,0.045,20,0,0.02,q1_immediate,0
12786,5907,1.101,0.396,6.7,0.14,15,0,0.06,q2_same_day,0
12787,1272,1.771,0.129,17.8,0.078,15,0,0.06,q3_deferred,0
12788,3117,1.453,0.155,29.8,0.049,20,0,0.02,q2_same_day,0
12789,3144,0.815,0.111,28.5,0.034,20,0,0.02,q2_same_day,0
12790,4878,1.578,0.074,30.3,0.081,20,0,0.02,q3_deferred,0
12791,1678,2.171,0.111,27.4,0.039,20,0,0.02,q2_same_day,0
12792,4576,0.929,0.089,24.0,0.008,20,0,0.02,q2_same_day,0
12793,1869,1.299,0.333,13.5,0.069,15,0,0.06,q2_same_day,0
12794,7513,1.379,0.162,37.5,0.067,20,0,0.02,q3_deferred,0
12795,7750,1.151,0.222,29.1,0.053,20,0,0.02,q3_deferred,0
12796,4281,0.546,0.199,20.8,0.086,15,0,0.06,q2_same_day,0
12797,3879,0.871,0.241,38.9,0.025,20,0,0.02,q2_same_day,0
12798,212,0.998,0.225,18.1,0.087,15,0,0.06,q3_deferred,0
12799,5832,2.324,0.231,21.2,0.059,15,0,0.06,q2_same_day,0
12800,236,0.581,0.186,25.6,0.047,20,0,0.02,q2_same_day,0
12801,5957,2.021,0.229,26.8,0.015,20,0,0.02,q1_immediate,0
12802,375,0.796,0.08,38.7,0.007,20,0,0.02,q2_same_day,0
12803,1241,0.748,0.214,14.7,0.05,15,0,0.06,q3_deferred,0
12804,240,1.29,0.439,14.5,0.065,5,0,0.15,q1_immediate,0
12805,7818,1.752,0.288,12.4,0.118,5,0,0.15,q2_same_day,0
12806,8946,0.79,0.264,22.6,0.102,15,0,0.06,q1_immediate,0
12807,3491,1.554,0.229,24.5,0.03,20,0,0.02,q1_immediate,0
12808,45,1.879,0.173,13.0,0.077,15,0,0.06,q3_deferred,0
12809,701,0.826,0.054,29.5,0.037,20,0,0.02,q3_deferred,0
12810,8978,1.612,0.27,16.8,0.106,15,0,0.06,q2_same_day,0
12811,8457,0.9,0.225,24.5,0.072,20,0,0.02,q2_same_day,0
12812,1082,0.767,0.279,21.9,0.054,20,0,0.02,q2_same_day,0
12813,447,1.868,0.256,15.3,0.075,15,0,0.06,q1_immediate,1
12814,4761,3.33,0.249,14.2,0.258,11,0,0.12,q2_same_day,0
12815,7577,1.338,0.045,19.7,0.13,15,0,0.06,q2_same_day,0
12816,1141,1.336,0.308,31.3,0.016,20,0,0.02,q2_same_day,0
12817,8638,1.325,0.154,27.4,0.041,20,0,0.02,q3_deferred,0
12818,2773,1.644,0.142,35.6,0.047,20,0,0.02,q1_immediate,0
12819,8860,1.129,0.204,24.2,0.036,20,0,0.02,q2_same_day,0
12820,577,1.192,0.354,11.8,0.166,5,0,0.15,q1_immediate,0
12821,2395,1.415,0.124,30.9,0.058,20,0,0.02,q2_same_day,0
12822,6171,1.949,0.174,25.7,0.073,15,0,0.06,q3_deferred,0
12823,2055,1.401,0.36,19.8,0.133,15,0,0.06,q2_same_day,0
12824,3654,0.903,0.173,34.8,0.068,20,0,0.02,q3_deferred,0
12825,4492,1.313,0.209,32.4,0.066,20,0,0.02,q2_same_day,0
12826,814,1.654,0.399,7.5,0.133,5,0,0.15,q3_deferred,0
12827,5517,2.355,0.344,17.8,0.131,15,0,0.06,q2_same_day,0
12828,5429,2.284,0.35,18.6,0.109,15,0,0.06,q2_same_day,0
12829,1577,1.793,0.265,18.3,0.106,15,0,0.06,q1_immediate,0
12830,3865,1.28,0.156,37.6,0.015,20,0,0.02,q3_deferred,0
12831,3540,0.892,0.083,29.7,0.051,20,0,0.02,q2_same_day,0
12832,2990,0.825,0.171,28.5,0.011,20,0,0.02,q3_deferred,0
12833,6833,1.92,0.29,5.3,0.196,5,0,0.15,q2_same_day,0
12834,8178,0.783,0.167,30.4,0.028,20,0,0.02,q2_same_day,0
12835,5257,0.786,0.255,26.9,0.051,20,0,0.02,q2_same_day,0
12836,2294,1.268,0.178,30.7,0.005,20,0,0.02,q1_immediate,0
12837,5454,1.646,0.159,19.0,0.084,-1,1,0.09,q3_deferred,0
12838,4646,0.883,0.354,11.0,0.088,15,0,0.06,q2_same_day,0
12839,4922,1.462,0.17,29.5,0.052,20,0,0.02,q1_immediate,0
12840,8748,1.117,0.136,32.7,0.055,20,0,0.02,q1_immediate,0
12841,1535,1.0,0.104,25.0,0.012,20,0,0.02,q2_same_day,0
12842,4382,1.403,0.312,43.0,0.061,20,0,0.02,q3_deferred,0
12843,6011,1.442,0.182,21.1,0.073,15,0,0.06,q3_deferred,0
12844,2884,1.358,0.173,31.5,0.072,20,0,0.02,q1_immediate,0
12845,3087,0.907,0.182,35.2,0.036,20,0,0.02,q2_same_day,0
12846,6005,2.591,0.199,17.8,0.205,11,0,0.12,q1_immediate,0
12847,3479,1.474,0.258,29.6,0.067,20,0,0.02,q1_immediate,0
12848,7773,0.893,0.238,30.4,0.037,20,0,0.02,q2_same_day,0
12849,2263,0.898,0.159,29.2,0.041,20,0,0.02,q1_immediate,0
12850,5484,1.709,0.021,16.3,0.054,15,0,0.06,q2_same_day,0
12851,2723,1.162,0.188,44.8,0.028,20,0,0.02,q2_same_day,0
12852,538,1.429,0.171,22.1,0.02,20,0,0.02,q2_same_day,0
12853,1819,0.849,0.159,32.1,0.058,20,0,0.02,q3_deferred,0
12854,7296,0.761,0.162,30.5,0.05,20,0,0.02,q1_immediate,0
12855,2723,1.085,0.184,29.2,0.059,20,0,0.02,q3_deferred,0
12856,5512,1.819,0.321,13.4,0.228,-1,1,0.225,q3_deferred,1
12857,3005,1.802,0.495,13.3,0.07,15,0,0.06,q1_immediate,0
12858,5418,1.01,0.184,32.8,0.036,20,0,0.02,q1_immediate,0
12859,6391,0.905,0.178,32.8,0.059,20,0,0.02,q1_immediate,0
12860,3904,2.219,0.312,13.0,0.143,5,0,0.15,q3_deferred,1
12861,193,1.897,0.243,26.9,0.029,15,0,0.06,q2_same_day,0
12862,5306,1.346,0.124,36.3,0.047,20,0,0.02,q2_same_day,0
12863,7580,1.707,0.258,13.0,0.127,15,0,0.06,q3_deferred,0
12864,931,1.835,0.267,17.6,0.075,15,0,0.06,q2_same_day,0
12865,8955,1.339,0.219,32.7,0.036,20,0,0.02,q2_same_day,0
12866,353,1.32,0.153,23.9,0.062,20,0,0.02,q3_deferred,0
12867,7352,1.234,0.149,44.8,0.025,20,0,0.02,q3_deferred,0
12868,2418,1.308,0.146,23.9,0.042,20,0,0.02,q3_deferred,0
12869,190,1.301,0.166,29.4,0.03,20,0,0.02,q2_same_day,0
12870,5487,2.539,0.116,16.1,0.151,15,0,0.06,q2_same_day,0
12871,4468,1.91,0.377,7.3,0.219,5,0,0.15,q2_same_day,1
12872,6952,1.368,0.291,29.7,0.068,20,0,0.02,q3_deferred,0
12873,1714,1.506,0.178,29.0,0.037,20,0,0.02,q2_same_day,0
12874,8804,1.741,0.355,18.0,0.051,15,0,0.06,q2_same_day,0
12875,7172,1.617,0.203,27.2,0.007,20,0,0.02,q2_same_day,0
12876,1138,1.051,0.209,38.3,0.03,20,0,0.02,q3_deferred,0
12877,2484,1.201,0.244,32.2,0.005,20,0,0.02,q2_same_day,0
12878,7526,0.953,0.257,33.0,0.052,20,0,0.02,q3_deferred,0
12879,6805,1.759,0.296,18.1,0.06,15,0,0.06,q2_same_day,0
12880,4132,1.606,0.229,18.2,0.074,15,0,0.06,q3_deferred,0
12881,8008,1.834,0.264,13.1,0.136,15,0,0.06,q3_deferred,0
12882,5752,1.317,0.145,37.6,0.0,20,0,0.02,q2_same_day,0
12883,6627,1.664,0.372,14.9,0.106,15,0,0.06,q1_immediate,0
12884,2915,1.329,0.259,16.0,0.051,15,0,0.06,q3_deferred,0
12885,7238,1.512,0.319,11.9,0.036,15,0,0.06,q1_immediate,1
12886,925,0.824,0.309,26.6,0.055,20,0,0.02,q2_same_day,0
12887,5160,1.532,0.181,32.2,0.025,20,0,0.02,q2_same_day,0
12888,5088,0.936,0.07,27.1,0.069,-1,1,0.03,q1_immediate,0
12889,2593,1.369,0.219,31.5,0.062,20,0,0.02,q1_immediate,0
12890,8028,1.115,0.217,31.3,0.057,20,0,0.02,q1_immediate,0
12891,5733,1.7,0.22,36.9,0.008,20,0,0.02,q3_deferred,0
12892,5200,1.461,0.222,27.6,0.064,20,0,0.02,q2_same_day,0
12893,3140,1.358,0.161,20.5,0.029,20,0,0.02,q2_same_day,0
12894,7933,0.991,0.183,18.3,0.046,20,0,0.02,q2_same_day,0
12895,8736,1.195,0.19,30.8,0.031,20,0,0.02,q2_same_day,0
12896,8263,0.932,0.122,18.1,0.053,20,0,0.02,q2_same_day,0
12897,5418,1.501,0.273,38.5,0.054,20,0,0.02,q3_deferred,0
12898,7251,1.722,0.46,5.8,0.203,5,0,0.15,q2_same_day,0
12899,3026,1.776,0.468,13.1,0.116,5,0,0.15,q3_deferred,0
12900,8742,1.536,0.203,25.9,0.026,20,0,0.02,q2_same_day,0
12901,2859,1.451,0.164,27.1,0.066,20,0,0.02,q3_deferred,0
12902,4333,1.993,0.431,18.8,0.108,15,0,0.06,q3_deferred,0
12903,602,0.817,0.188,27.1,0.034,20,0,0.02,q3_deferred,0
12904,843,1.713,0.289,16.7,0.24,11,0,0.12,q1_immediate,1
12905,8493,2.196,0.495,5.6,0.069,5,0,0.15,q3_deferred,0
12906,1743,1.604,0.253,32.6,0.055,20,0,0.02,q2_same_day,0
12907,876,1.225,0.336,23.8,0.117,15,0,0.06,q2_same_day,0
12908,8397,1.089,0.153,35.7,0.068,20,0,0.02,q2_same_day,0
12909,5993,0.934,0.18,29.4,0.042,20,0,0.02,q2_same_day,0
12910,1320,0.53,0.167,24.7,0.06,20,0,0.02,q3_deferred,0
12911,733,1.248,0.214,37.4,0.047,20,0,0.02,q2_same_day,0
12912,1623,1.786,0.188,13.1,0.132,5,0,0.15,q2_same_day,1
12913,7949,0.647,0.174,34.9,0.032,20,0,0.02,q2_same_day,0
12914,8575,1.243,0.213,23.2,0.048,20,0,0.02,q1_immediate,0
12915,675,2.801,0.179,17.3,0.266,11,0,0.12,q3_deferred,0
12916,4735,1.097,0.232,29.5,0.028,20,0,0.02,q2_same_day,0
12917,160,0.906,0.296,31.3,0.032,20,0,0.02,q1_immediate,0
12918,5714,1.71,0.269,23.5,0.06,15,0,0.06,q3_deferred,0
12919,4835,1.358,0.2,32.8,0.021,20,0,0.02,q3_deferred,0
12920,4918,1.824,0.173,18.1,0.094,15,0,0.06,q2_same_day,0
12921,6726,1.169,0.173,38.1,0.035,20,0,0.02,q2_same_day,0
12922,3453,0.777,0.089,36.9,0.013,20,0,0.02,q2_same_day,0
12923,1741,1.721,0.251,12.9,0.097,15,0,0.06,q2_same_day,0
12924,2678,1.525,0.313,27.7,0.055,20,0,0.02,q1_immediate,0
12925,3218,1.167,0.393,22.5,0.038,15,0,0.06,q2_same_day,0
12926,6467,1.201,0.112,36.9,0.044,20,0,0.02,q2_same_day,0
12927,7043,1.319,0.205,41.8,0.019,20,0,0.02,q3_deferred,0
12928,1139,0.89,0.141,30.5,0.051,20,0,0.02,q3_deferred,0
12929,8505,1.599,0.273,24.8,0.115,15,0,0.06,q1_immediate,0
12930,7965,1.14,0.252,27.7,0.039,20,0,0.02,q2_same_day,0
12931,7462,2.545,0.343,6.9,0.233,-1,1,0.225,q2_same_day,0
12932,6434,0.972,0.153,17.3,0.048,-1,1,0.09,q2_same_day,1
12933,5578,1.818,0.522,10.3,0.176,5,0,0.15,q1_immediate,0
12934,4009,1.305,0.233,30.9,0.026,20,0,0.02,q3_deferred,0
12935,6439,1.496,0.161,30.1,0.037,20,0,0.02,q3_deferred,0
12936,5251,2.32,0.156,18.6,0.174,-1,1,0.18,q1_immediate,0
12937,5052,1.116,0.124,21.1,0.047,20,0,0.02,q1_immediate,0
12938,5095,1.475,0.248,39.4,0.055,20,0,0.02,q2_same_day,0
12939,4005,1.416,0.2,27.7,0.047,20,0,0.02,q2_same_day,0
12940,7760,0.998,0.212,25.6,0.065,20,0,0.02,q1_immediate,0
12941,1198,1.481,0.285,13.2,0.066,15,0,0.06,q3_deferred,0
12942,8904,1.587,0.081,31.2,0.008,20,0,0.02,q1_immediate,0
12943,4598,1.635,0.22,29.6,0.037,20,0,0.02,q3_deferred,0
12944,6709,1.296,0.399,12.1,0.166,5,0,0.15,q1_immediate,0
12945,1657,1.072,0.254,28.3,0.026,20,0,0.02,q3_deferred,0
12946,6999,1.317,0.332,11.0,0.08,15,0,0.06,q2_same_day,0
12947,6392,1.595,0.271,16.2,0.122,15,0,0.06,q2_same_day,0
12948,3861,1.554,0.166,39.8,0.049,20,0,0.02,q3_deferred,0
12949,3193,0.728,0.178,31.5,0.023,20,0,0.02,q3_deferred,0
12950,6445,0.983,0.23,37.5,0.002,20,0,0.02,q2_same_day,0
12951,1128,1.134,0.182,38.5,0.027,-1,1,0.03,q3_deferred,0
12952,6542,2.04,0.179,13.3,0.235,11,0,0.12,q1_immediate,0
12953,5459,1.756,0.422,15.3,0.199,5,0,0.15,q3_deferred,0
12954,7345,1.596,0.288,34.7,0.034,20,0,0.02,q2_same_day,0
12955,735,1.621,0.483,13.9,0.204,5,0,0.15,q1_immediate,0
12956,1158,0.933,0.477,0.8,0.149,-1,1,0.225,q3_deferred,0
12957,4797,0.915,0.131,19.8,0.1,15,0,0.06,q2_same_day,0
12958,2073,1.321,0.331,7.8,0.118,5,0,0.15,q3_deferred,0
12959,4713,1.979,0.322,18.3,0.102,15,0,0.06,q3_deferred,0
12960,8009,1.223,0.23,26.8,0.067,20,0,0.02,q1_immediate,0
12961,5150,1.146,0.21,35.9,0.006,20,0,0.02,q2_same_day,0
12962,1267,1.354,0.157,32.0,0.014,20,0,0.02,q1_immediate,0
12963,4293,1.55,0.344,13.2,0.206,5,0,0.15,q1_immediate,1
12964,5723,1.071,0.084,30.9,0.034,20,0,0.02,q3_deferred,0
12965,2881,1.37,0.238,7.2,0.204,5,0,0.15,q2_same_day,0
12966,7049,1.109,0.081,31.2,0.024,20,0,0.02,q2_same_day,0
12967,3731,2.636,0.209,8.3,0.239,11,0,0.12,q2_same_day,0
12968,1045,1.127,0.096,30.2,0.056,20,0,0.02,q1_immediate,0
12969,184,1.195,0.256,27.1,0.093,20,0,0.02,q3_deferred,0
12970,7209,1.12,0.232,20.8,0.106,15,0,0.06,q3_deferred,0
12971,7165,1.557,0.222,31.7,0.034,20,0,0.02,q1_immediate,0
12972,2113,2.133,0.42,10.7,0.18,5,0,0.15,q2_same_day,1
12973,2539,1.633,0.191,21.9,0.083,15,0,0.06,q1_immediate,0
12974,489,2.148,0.368,8.5,0.092,5,0,0.15,q2_same_day,1
12975,6411,1.133,0.109,34.0,0.052,20,0,0.02,q2_same_day,0
12976,584,1.039,0.361,11.1,0.103,15,0,0.06,q2_same_day,0
12977,6299,0.908,0.184,30.1,0.031,20,0,0.02,q2_same_day,0
12978,8608,1.637,0.3,16.7,0.062,15,0,0.06,q3_deferred,0
12979,7152,4.131,0.235,18.6,0.254,11,0,0.12,q3_deferred,0
12980,6913,1.109,0.077,35.1,0.03,20,0,0.02,q1_immediate,0
12981,5390,1.407,0.208,41.0,0.044,20,0,0.02,q2_same_day,0
12982,2448,0.698,0.141,25.5,0.017,20,0,0.02,q3_deferred,0
12983,5652,1.728,0.139,28.4,0.03,20,0,0.02,q3_deferred,0
12984,5933,2.886,0.18,5.7,0.224,-1,1,0.18,q3_deferred,0
12985,6451,1.958,0.237,11.4,0.341,11,0,0.12,q1_immediate,0
12986,8702,1.242,0.162,39.4,0.027,20,0,0.02,q2_same_day,0
12987,1457,1.146,0.314,14.2,0.054,15,0,0.06,q3_deferred,0
12988,7466,1.438,0.38,14.8,0.055,15,0,0.06,q2_same_day,0
12989,3989,1.014,0.48,7.2,0.092,-1,1,0.225,q2_same_day,0
12990,2950,1.213,0.3,21.3,0.06,-1,1,0.09,q2_same_day,0
12991,1774,2.267,0.382,9.3,0.126,15,0,0.06,q3_deferred,0
12992,15,1.358,0.166,29.4,0.041,20,0,0.02,q2_same_day,1
12993,78,1.775,0.191,35.6,0.063,20,0,0.02,q2_same_day,1
12994,5259,2.043,0.335,8.3,0.162,5,0,0.15,q1_immediate,1
12995,1548,0.959,0.269,37.6,0.0,20,0,0.02,q2_same_day,0
12996,2968,2.551,0.241,6.7,0.117,5,0,0.15,q2_same_day,1
12997,4878,1.248,0.255,29.8,0.024,20,0,0.02,q1_immediate,0
12998,989,1.829,0.19,16.0,0.105,15,0,0.06,q3_deferred,0
12999,7489,1.484,0.135,21.4,0.087,15,0,0.06,q2_same_day,1
13000,3962,1.117,0.191,37.0,0.039,20,0,0.02,q2_same_day,0
13001,4442,1.085,0.117,32.0,0.068,20,0,0.02,q3_deferred,0
13002,4949,1.705,0.238,7.7,0.231,-1,1,0.225,q1_immediate,0
13003,6713,1.627,0.227,19.6,0.087,15,0,0.06,q1_immediate,1
13004,4202,1.203,0.163,30.9,0.06,20,0,0.02,q2_same_day,0
13005,1996,1.812,0.482,11.5,0.053,5,0,0.15,q2_same_day,0
13006,8360,2.301,0.326,17.7,0.109,15,0,0.06,q2_same_day,0
13007,8316,1.563,0.174,8.3,0.063,5,0,0.15,q2_same_day,0
13008,2308,0.711,0.123,40.3,0.05,20,0,0.02,q3_deferred,0
13009,7882,0.793,0.227,30.4,0.0,20,0,0.02,q3_deferred,0
13010,6574,1.108,0.181,40.7,0.054,20,0,0.02,q3_deferred,0
13011,7943,0.682,0.128,43.6,0.062,20,0,0.02,q2_same_day,0
13012,3171,1.351,0.124,27.1,0.005,20,0,0.02,q2_same_day,0
13013,3045,0.928,0.233,22.5,0.067,15,0,0.06,q1_immediate,0
13014,7067,1.537,0.292,41.8,0.052,20,0,0.02,q3_deferred,0
13015,2428,1.288,0.1,39.1,0.041,20,0,0.02,q2_same_day,0
13016,4045,0.592,0.173,33.7,0.068,20,0,0.02,q3_deferred,0
13017,6426,1.712,0.49,10.5,0.154,5,0,0.15,q1_immediate,0
13018,2311,1.921,0.401,11.2,0.121,5,0,0.15,q2_same_day,0
13019,3915,1.29,0.205,25.0,0.024,20,0,0.02,q1_immediate,0
13020,1848,1.99,0.439,6.6,0.21,5,0,0.15,q2_same_day,0
13021,6302,1.353,0.145,29.7,0.031,20,0,0.02,q2_same_day,0
13022,3703,2.167,0.384,9.2,0.193,-1,1,0.225,q3_deferred,0
13023,8200,1.552,0.263,37.2,0.035,20,0,0.02,q2_same_day,0
13024,6160,1.011,0.178,31.0,0.061,20,0,0.02,q2_same_day,0
13025,4385,1.385,0.187,38.5,0.022,20,0,0.02,q1_immediate,0
13026,3793,1.293,0.215,16.7,0.095,15,0,0.06,q2_same_day,0
13027,4561,0.835,0.127,29.0,0.005,20,0,0.02,q2_same_day,0
13028,5190,1.21,0.278,19.1,0.042,20,0,0.02,q3_deferred,0
13029,275,0.952,0.216,28.1,0.012,20,0,0.02,q1_immediate,0
13030,3003,1.766,0.205,16.9,0.115,-1,1,0.09,q1_immediate,0
13031,3939,1.185,0.161,27.9,0.026,-1,1,0.03,q2_same_day,0
13032,8551,0.954,0.242,34.7,0.028,20,0,0.02,q1_immediate,0
13033,8863,0.84,0.176,30.4,0.041,20,0,0.02,q1_immediate,0
13034,3440,0.768,0.104,40.3,0.0,-1,1,0.03,q3_deferred,0
13035,3960,1.441,0.21,30.9,0.057,20,0,0.02,q3_deferred,0
13036,1883,1.967,0.297,15.8,0.102,15,0,0.06,q2_same_day,0
13037,4717,2.412,0.196,12.0,0.168,-1,1,0.18,q2_same_day,0
13038,3986,0.69,0.172,34.1,0.034,20,0,0.02,q1_immediate,0
13039,7757,2.807,0.339,14.5,0.203,5,0,0.15,q1_immediate,0
13040,3375,2.203,0.21,18.8,0.094,15,0,0.06,q2_same_day,0
13041,2371,2.395,0.296,6.0,0.196,-1,1,0.225,q1_immediate,0
13042,6755,1.58,0.164,30.2,0.044,20,0,0.02,q2_same_day,0
13043,6115,1.35,0.313,24.5,0.043,-1,1,0.09,q2_same_day,1
13044,4839,1.366,0.11,33.6,0.066,20,0,0.02,q1_immediate,0
13045,2574,1.245,0.267,36.9,0.031,20,0,0.02,q2_same_day,0
13046,938,1.0,0.176,36.2,0.0,20,0,0.02,q2_same_day,0
13047,6809,1.23,0.316,26.6,0.027,20,0,0.02,q1_immediate,0
13048,8362,1.408,0.189,31.6,0.015,20,0,0.02,q2_same_day,0
13049,1105,1.598,0.133,35.6,0.042,20,0,0.02,q2_same_day,0
13050,3599,2.84,0.345,13.8,0.097,15,0,0.06,q2_same_day,0
13051,8107,0.527,0.144,32.3,0.045,20,0,0.02,q2_same_day,0
13052,3891,1.157,0.119,30.0,0.083,20,0,0.02,q1_immediate,0
13053,6262,1.028,0.156,41.6,0.055,20,0,0.02,q1_immediate,0
13054,1762,0.888,0.26,34.1,0.034,20,0,0.02,q3_deferred,0
13055,6295,1.128,0.319,6.6,0.204,5,0,0.15,q1_immediate,0
13056,8793,1.71,0.219,17.2,0.048,15,0,0.06,q1_immediate,0
13057,7968,0.775,0.221,41.3,0.059,20,0,0.02,q2_same_day,0
13058,3660,1.226,0.235,31.4,0.032,20,0,0.02,q2_same_day,0
13059,6715,1.371,0.18,28.1,0.018,20,0,0.02,q2_same_day,0
13060,3798,1.792,0.172,24.0,0.043,20,0,0.02,q3_deferred,0
13061,7395,1.072,0.059,30.7,0.04,20,0,0.02,q3_deferred,0
13062,4421,2.281,0.172,10.0,0.159,5,0,0.15,q3_deferred,0
13063,8579,0.972,0.248,22.5,0.041,20,0,0.02,q2_same_day,0
13064,8859,2.08,0.143,14.9,0.11,15,0,0.06,q1_immediate,0
13065,2546,1.16,0.101,35.4,0.044,20,0,0.02,q2_same_day,0
13066,5449,1.261,0.19,32.5,0.055,20,0,0.02,q3_deferred,0
13067,8986,1.382,0.153,32.4,0.033,20,0,0.02,q1_immediate,0
13068,6631,1.41,0.117,30.9,0.065,20,0,0.02,q2_same_day,0
13069,6505,1.474,0.389,21.1,0.123,15,0,0.06,q1_immediate,1
13070,3799,0.664,0.195,36.3,0.042,20,0,0.02,q3_deferred,0
13071,6258,1.96,0.232,17.7,0.096,15,0,0.06,q3_deferred,0
13072,1501,1.243,0.08,29.5,0.025,20,0,0.02,q2_same_day,0
13073,8888,1.06,0.135,24.0,0.03,20,0,0.02,q3_deferred,0
13074,5987,1.261,0.515,13.3,0.172,-1,1,0.225,q2_same_day,0
13075,7183,1.44,0.398,27.7,0.065,15,0,0.06,q2_same_day,0
13076,6558,1.377,0.405,14.4,0.11,15,0,0.06,q2_same_day,0
13077,6364,0.91,0.194,21.8,0.019,20,0,0.02,q3_deferred,0
13078,6303,1.219,0.291,10.1,0.099,15,0,0.06,q2_same_day,0
13079,8244,1.491,0.152,28.0,0.075,20,0,0.02,q3_deferred,0
13080,8250,1.946,0.309,16.3,0.208,-1,1,0.225,q2_same_day,0
13081,2181,1.112,0.23,36.3,0.046,-1,1,0.03,q3_deferred,0
13082,4029,1.649,0.064,32.8,0.026,20,0,0.02,q1_immediate,0
13083,5544,1.359,0.295,13.8,0.09,15,0,0.06,q2_same_day,0
13084,7171,1.986,0.368,11.1,0.233,5,0,0.15,q1_immediate,0
13085,3393,1.262,0.233,39.1,0.035,20,0,0.02,q2_same_day,0
13086,6746,1.664,0.289,16.6,0.121,15,0,0.06,q2_same_day,1
13087,2419,0.621,0.169,27.3,0.041,20,0,0.02,q2_same_day,0
13088,8942,1.711,0.323,4.3,0.108,5,0,0.15,q2_same_day,0
13089,8112,2.089,0.25,8.8,0.278,11,0,0.12,q1_immediate,0
